"year","idcultivo","cultivo","cve_ent","entidad","sexo","benef_total","monto_total","im","gm","imn","tipo","count_tipo"
2023,5080000,"Ajonjoli grano","07","Chiapas","H",77.0,541200.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5080000,"Ajonjoli grano","07","Chiapas","M",48.0,325500.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5080000,"Ajonjoli grano","12","Guerrero","H",3.0,18000.0,10.9892,"Muy alto",0.404281,"B",1
2023,5080000,"Ajonjoli grano","12","Guerrero","H",24.0,184000.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5080000,"Ajonjoli grano","12","Guerrero","M",12.0,123200.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5080000,"Ajonjoli grano","13","Hidalgo","M",4.0,40000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5080000,"Ajonjoli grano","13","Hidalgo","H",8.0,48000.0,18.0532,"Alto",0.664161,"A",1
2023,5080000,"Ajonjoli grano","14","Jalisco","H",77.0,780200.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5080000,"Ajonjoli grano","14","Jalisco","M",9.0,86400.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5080000,"Ajonjoli grano","16","Michoacán de Ocampo","H",412.0,3396800.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5080000,"Ajonjoli grano","16","Michoacán de Ocampo","M",175.0,1482000.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5080000,"Ajonjoli grano","16","Michoacán de Ocampo","H",60.0,374400.0,18.2808,"Alto",0.672536,"B",1
2023,5080000,"Ajonjoli grano","16","Michoacán de Ocampo","M",4.0,24000.0,18.2808,"Alto",0.672536,"B",1
2023,5080000,"Ajonjoli grano","18","Nayarit","M",3.0,28200.0,17.516,"Alto",0.644397,"No aplica",0
2023,5080000,"Ajonjoli grano","18","Nayarit","H",12.0,96000.0,17.516,"Alto",0.644397,"No aplica",0
2023,5080000,"Ajonjoli grano","20","Oaxaca","H",380.0,3333000.0,13.2164,"Muy alto",0.48622,"A",8
2023,5080000,"Ajonjoli grano","20","Oaxaca","M",122.0,942000.0,13.2164,"Muy alto",0.48622,"A",5
2023,5080000,"Ajonjoli grano","20","Oaxaca","H",57.0,462000.0,13.2164,"Muy alto",0.48622,"B",2
2023,5080000,"Ajonjoli grano","20","Oaxaca","M",19.0,130000.0,13.2164,"Muy alto",0.48622,"B",1
2023,5080000,"Ajonjoli grano","20","Oaxaca","H",360.0,2616400.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5080000,"Ajonjoli grano","20","Oaxaca","M",157.0,1190600.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5080000,"Ajonjoli grano","25","Sinaloa","H",4307.0,47575700.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5080000,"Ajonjoli grano","25","Sinaloa","M",2062.0,22989800.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5080000,"Ajonjoli grano","26","Sonora","H",962.0,7807100.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5080000,"Ajonjoli grano","26","Sonora","M",331.0,2626200.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5080000,"Ajonjoli grano","28","Tamaulipas","M",17.0,202300.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5080000,"Ajonjoli grano","28","Tamaulipas","H",20.0,207000.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5080000,"Ajonjoli grano","30","Veracruz de Ignacio de la Llave","H",12.0,72000.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5340000,"Amaranto","05","Coahuila de Zaragoza","H",2.0,18000.0,22.5457,"Muy bajo",0.829436,"No aplica",0
2023,5340000,"Amaranto","09","Ciudad de México","H",152.0,912000.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5340000,"Amaranto","09","Ciudad de México","M",135.0,820800.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5340000,"Amaranto","13","Hidalgo","H",66.0,396000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5340000,"Amaranto","13","Hidalgo","M",16.0,96000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5340000,"Amaranto","15","México","H",55.0,425700.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5340000,"Amaranto","15","México","M",30.0,284400.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5340000,"Amaranto","15","México","H",3.0,18000.0,20.8036,"Bajo",0.765348,"B",1
2023,5340000,"Amaranto","17","Morelos","M",4.0,24000.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5340000,"Amaranto","20","Oaxaca","H",36.0,216000.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5340000,"Amaranto","20","Oaxaca","M",97.0,582000.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5340000,"Amaranto","20","Oaxaca","H",8.0,48000.0,13.2164,"Muy alto",0.48622,"A",2
2023,5340000,"Amaranto","20","Oaxaca","M",20.0,120000.0,13.2164,"Muy alto",0.48622,"A",2
2023,5340000,"Amaranto","20","Oaxaca","H",8.0,48000.0,13.2164,"Muy alto",0.48622,"B",1
2023,5340000,"Amaranto","20","Oaxaca","M",11.0,66000.0,13.2164,"Muy alto",0.48622,"B",1
2023,5340000,"Amaranto","21","Puebla","H",1048.0,6911600.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5340000,"Amaranto","21","Puebla","M",700.0,4468200.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5340000,"Amaranto","29","Tlaxcala","M",192.0,1501300.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5340000,"Amaranto","29","Tlaxcala","H",347.0,2745200.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5410000,"Arroz","04","Campeche","H",20.0,292800.0,17.8051,"Alto",0.655032,"No aplica",0
2023,5410000,"Arroz","05","Coahuila de Zaragoza","H",14.0,162000.0,22.5457,"Muy bajo",0.829436,"No aplica",0
2023,5410000,"Arroz","06","Colima","H",439.0,4398700.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,5410000,"Arroz","06","Colima","M",211.0,2076800.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,5410000,"Arroz","07","Chiapas","M",4.0,36000.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5410000,"Arroz","07","Chiapas","H",10.0,72000.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5410000,"Arroz","07","Chiapas","H",3.0,18000.0,11.9987,"Muy alto",0.44142,"B",1
2023,5410000,"Arroz","07","Chiapas","M",3.0,18000.0,11.9987,"Muy alto",0.44142,"B",1
2023,5410000,"Arroz","08","Chihuahua","M",3.0,18000.0,20.0153,"Medio",0.736344,"No aplica",0
2023,5410000,"Arroz","09","Ciudad de México","H",8.0,48000.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5410000,"Arroz","10","Durango","M",3.0,30000.0,18.4727,"Alto",0.679596,"A",1
2023,5410000,"Arroz","12","Guerrero","H",74.0,468000.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5410000,"Arroz","12","Guerrero","M",12.0,88000.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5410000,"Arroz","12","Guerrero","M",1.0,6000.0,10.9892,"Muy alto",0.404281,"A",1
2023,5410000,"Arroz","13","Hidalgo","H",5.0,30000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5410000,"Arroz","13","Hidalgo","M",1.0,6000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5410000,"Arroz","14","Jalisco","H",45.0,415200.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5410000,"Arroz","14","Jalisco","M",24.0,247800.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5410000,"Arroz","15","México","M",6.0,36000.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5410000,"Arroz","15","México","H",45.0,300400.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5410000,"Arroz","16","Michoacán de Ocampo","H",160.0,1032900.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5410000,"Arroz","16","Michoacán de Ocampo","M",102.0,630000.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5410000,"Arroz","17","Morelos","H",72.0,432000.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5410000,"Arroz","17","Morelos","M",52.0,316000.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5410000,"Arroz","18","Nayarit","H",403.0,3231000.0,17.516,"Alto",0.644397,"No aplica",0
2023,5410000,"Arroz","18","Nayarit","M",158.0,1347900.0,17.516,"Alto",0.644397,"No aplica",0
2023,5410000,"Arroz","18","Nayarit","M",3.0,18000.0,17.516,"Alto",0.644397,"A",1
2023,5410000,"Arroz","20","Oaxaca","H",8.0,52000.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5410000,"Arroz","20","Oaxaca","M",2.0,12000.0,13.2164,"Muy alto",0.48622,"A",2
2023,5410000,"Arroz","25","Sinaloa","H",9.0,54000.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5410000,"Arroz","25","Sinaloa","M",6.0,36000.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5410000,"Arroz","26","Sonora","M",1.0,11900.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5410000,"Arroz","27","Tabasco","H",1.0,6000.0,18.3325,"Alto",0.674435,"No aplica",0
2023,5410000,"Arroz","27","Tabasco","M",3.0,18000.0,18.3325,"Alto",0.674435,"No aplica",0
2023,5410000,"Arroz","28","Tamaulipas","H",6.0,64000.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5410000,"Arroz","28","Tamaulipas","M",1.0,18000.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5410000,"Arroz","29","Tlaxcala","M",2.0,12300.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5410000,"Arroz","29","Tlaxcala","H",8.0,48000.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5410000,"Arroz","30","Veracruz de Ignacio de la Llave","M",45.0,415800.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5410000,"Arroz","30","Veracruz de Ignacio de la Llave","H",79.0,591600.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5410000,"Arroz","30","Veracruz de Ignacio de la Llave","M",6.0,39600.0,16.4142,"Alto",0.603863,"B",1
2023,5410000,"Arroz","31","Yucatán","H",7.0,42000.0,17.5122,"Alto",0.644259,"A",2
2023,5430000,"Arvejon grano","09","Ciudad de México","M",4.0,24000.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5430000,"Arvejon grano","13","Hidalgo","H",15.0,109200.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5430000,"Arvejon grano","13","Hidalgo","M",4.0,24000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5430000,"Arvejon grano","15","México","H",1.0,6000.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5430000,"Arvejon grano","15","México","M",2.0,12000.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5430000,"Arvejon grano","21","Puebla","H",36.0,315600.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5430000,"Arvejon grano","21","Puebla","M",7.0,42000.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5430000,"Arvejon grano","25","Sinaloa","H",9.0,86400.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5430000,"Arvejon grano","29","Tlaxcala","H",3.0,18000.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5430000,"Arvejon grano","30","Veracruz de Ignacio de la Llave","H",12.0,77100.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5510000,"Avena grano","01","Aguascalientes","H",59.0,513300.0,22.2057,"Muy bajo",0.816929,"No aplica",0
2023,5510000,"Avena grano","01","Aguascalientes","M",32.0,253200.0,22.2057,"Muy bajo",0.816929,"No aplica",0
2023,5510000,"Avena grano","02","Baja California","H",6.0,108000.0,21.3803,"Bajo",0.786563,"No aplica",0
2023,5510000,"Avena grano","02","Baja California","M",3.0,46800.0,21.3803,"Bajo",0.786563,"No aplica",0
2023,5510000,"Avena grano","03","Baja California Sur","M",3.0,18000.0,21.4734,"Bajo",0.789987,"No aplica",0
2023,5510000,"Avena grano","05","Coahuila de Zaragoza","H",705.0,6022400.0,22.5457,"Muy bajo",0.829436,"No aplica",0
2023,5510000,"Avena grano","05","Coahuila de Zaragoza","M",120.0,981600.0,22.5457,"Muy bajo",0.829436,"No aplica",0
2023,5510000,"Avena grano","08","Chihuahua","H",9559.0,123752300.0,20.0153,"Medio",0.736344,"No aplica",0
2023,5510000,"Avena grano","08","Chihuahua","M",5123.0,65200000.0,20.0153,"Medio",0.736344,"No aplica",0
2023,5510000,"Avena grano","08","Chihuahua","H",436.0,4797100.0,20.0153,"Medio",0.736344,"B",4
2023,5510000,"Avena grano","08","Chihuahua","M",194.0,1911800.0,20.0153,"Medio",0.736344,"B",3
2023,5510000,"Avena grano","09","Ciudad de México","H",81.0,594200.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5510000,"Avena grano","09","Ciudad de México","M",84.0,564400.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,5510000,"Avena grano","10","Durango","H",4113.0,41847000.0,18.4727,"Alto",0.679596,"No aplica",0
2023,5510000,"Avena grano","10","Durango","M",1656.0,17416400.0,18.4727,"Alto",0.679596,"No aplica",0
2023,5510000,"Avena grano","10","Durango","H",2.0,20000.0,18.4727,"Alto",0.679596,"A",1
2023,5510000,"Avena grano","11","Guanajuato","H",393.0,3227300.0,19.4195,"Medio",0.714425,"No aplica",0
2023,5510000,"Avena grano","11","Guanajuato","M",176.0,1461600.0,19.4195,"Medio",0.714425,"No aplica",0
2023,5510000,"Avena grano","13","Hidalgo","H",4661.0,34610800.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5510000,"Avena grano","13","Hidalgo","M",1799.0,12850100.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5510000,"Avena grano","13","Hidalgo","H",23.0,163200.0,18.0532,"Alto",0.664161,"A",2
2023,5510000,"Avena grano","13","Hidalgo","M",8.0,72000.0,18.0532,"Alto",0.664161,"A",2
2023,5510000,"Avena grano","13","Hidalgo","H",52.0,312000.0,18.0532,"Alto",0.664161,"B",1
2023,5510000,"Avena grano","13","Hidalgo","M",50.0,300800.0,18.0532,"Alto",0.664161,"B",2
2023,5510000,"Avena grano","14","Jalisco","H",231.0,2144700.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5510000,"Avena grano","14","Jalisco","M",78.0,743700.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5510000,"Avena grano","14","Jalisco","H",3.0,18000.0,21.8151,"Bajo",0.80256,"B",1
2023,5510000,"Avena grano","15","México","H",7237.0,47243100.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5510000,"Avena grano","15","México","M",3357.0,21403600.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5510000,"Avena grano","15","México","H",10.0,60000.0,20.8036,"Bajo",0.765348,"B",2
2023,5510000,"Avena grano","15","México","M",4.0,24000.0,20.8036,"Bajo",0.765348,"B",1
2023,5510000,"Avena grano","16","Michoacán de Ocampo","H",1839.0,13593100.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5510000,"Avena grano","16","Michoacán de Ocampo","M",663.0,4800200.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5510000,"Avena grano","16","Michoacán de Ocampo","H",255.0,1939300.0,18.2808,"Alto",0.672536,"B",5
2023,5510000,"Avena grano","16","Michoacán de Ocampo","M",97.0,689600.0,18.2808,"Alto",0.672536,"B",3
2023,5510000,"Avena grano","17","Morelos","H",230.0,1888800.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5510000,"Avena grano","17","Morelos","M",75.0,592400.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5510000,"Avena grano","19","Nuevo León","H",173.0,1416500.0,23.4443,"Muy bajo",0.862496,"No aplica",0
2023,5510000,"Avena grano","19","Nuevo León","M",42.0,291600.0,23.4443,"Muy bajo",0.862496,"No aplica",0
2023,5510000,"Avena grano","21","Puebla","H",1256.0,10300500.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5510000,"Avena grano","21","Puebla","M",408.0,3171400.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5510000,"Avena grano","21","Puebla","M",12.0,72000.0,17.7216,"Alto",0.651962,"B",3
2023,5510000,"Avena grano","21","Puebla","H",4.0,24000.0,17.7216,"Alto",0.651962,"B",1
2023,5510000,"Avena grano","22","Querétaro","H",35.0,226000.0,20.8382,"Bajo",0.766619,"No aplica",0
2023,5510000,"Avena grano","22","Querétaro","M",24.0,152000.0,20.8382,"Bajo",0.766619,"No aplica",0
2023,5510000,"Avena grano","24","San Luis Potosí","M",130.0,1299500.0,18.688,"Medio",0.687516,"No aplica",0
2023,5510000,"Avena grano","24","San Luis Potosí","H",336.0,3636000.0,18.688,"Medio",0.687516,"No aplica",0
2023,5510000,"Avena grano","26","Sonora","H",171.0,1033200.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5510000,"Avena grano","26","Sonora","M",29.0,174000.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5510000,"Avena grano","28","Tamaulipas","M",9.0,64800.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5510000,"Avena grano","28","Tamaulipas","H",43.0,352100.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5510000,"Avena grano","29","Tlaxcala","H",835.0,6563200.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5510000,"Avena grano","29","Tlaxcala","M",350.0,2659000.0,19.8707,"Medio",0.731027,"No aplica",0
2023,5510000,"Avena grano","30","Veracruz de Ignacio de la Llave","H",20.0,129600.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5510000,"Avena grano","30","Veracruz de Ignacio de la Llave","M",9.0,54000.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5510000,"Avena grano","32","Zacatecas","H",5246.0,52426000.0,19.4972,"Medio",0.717286,"No aplica",0
2023,5510000,"Avena grano","32","Zacatecas","M",2094.0,19892700.0,19.4972,"Medio",0.717286,"No aplica",0
2023,5690000,"Cacahuate","06","Colima","H",11.0,66000.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,5690000,"Cacahuate","07","Chiapas","H",834.0,6289000.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5690000,"Cacahuate","07","Chiapas","M",170.0,1249100.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5690000,"Cacahuate","08","Chihuahua","H",40.0,240000.0,20.0153,"Medio",0.736344,"No aplica",0
2023,5690000,"Cacahuate","08","Chihuahua","M",3.0,18000.0,20.0153,"Medio",0.736344,"No aplica",0
2023,5690000,"Cacahuate","08","Chihuahua","M",3.0,18000.0,20.0153,"Medio",0.736344,"B",1
2023,5690000,"Cacahuate","10","Durango","M",11.0,80000.0,18.4727,"Alto",0.679596,"No aplica",0
2023,5690000,"Cacahuate","10","Durango","H",18.0,117000.0,18.4727,"Alto",0.679596,"No aplica",0
2023,5690000,"Cacahuate","11","Guanajuato","M",43.0,274400.0,19.4195,"Medio",0.714425,"No aplica",0
2023,5690000,"Cacahuate","11","Guanajuato","H",59.0,361300.0,19.4195,"Medio",0.714425,"No aplica",0
2023,5690000,"Cacahuate","12","Guerrero","H",8.0,64000.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5690000,"Cacahuate","13","Hidalgo","H",16.0,115200.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5690000,"Cacahuate","13","Hidalgo","H",4.0,24000.0,18.0532,"Alto",0.664161,"B",1
2023,5690000,"Cacahuate","13","Hidalgo","M",4.0,24000.0,18.0532,"Alto",0.664161,"B",1
2023,5690000,"Cacahuate","14","Jalisco","H",93.0,682500.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5690000,"Cacahuate","14","Jalisco","M",6.0,40500.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5690000,"Cacahuate","15","México","H",55.0,333000.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5690000,"Cacahuate","15","México","M",6.0,36000.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,5690000,"Cacahuate","16","Michoacán de Ocampo","H",4.0,24000.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5690000,"Cacahuate","16","Michoacán de Ocampo","M",4.0,36400.0,18.2808,"Alto",0.672536,"No aplica",0
2023,5690000,"Cacahuate","17","Morelos","H",103.0,677200.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5690000,"Cacahuate","17","Morelos","M",39.0,272400.0,19.8139,"Medio",0.728938,"No aplica",0
2023,5690000,"Cacahuate","18","Nayarit","H",91.0,783300.0,17.516,"Alto",0.644397,"No aplica",0
2023,5690000,"Cacahuate","18","Nayarit","M",11.0,127200.0,17.516,"Alto",0.644397,"No aplica",0
2023,5690000,"Cacahuate","20","Oaxaca","H",41.0,330800.0,13.2164,"Muy alto",0.48622,"B",3
2023,5690000,"Cacahuate","20","Oaxaca","M",14.0,101600.0,13.2164,"Muy alto",0.48622,"B",2
2023,5690000,"Cacahuate","20","Oaxaca","H",184.0,2235600.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5690000,"Cacahuate","20","Oaxaca","M",58.0,766400.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5690000,"Cacahuate","21","Puebla","H",352.0,2280100.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5690000,"Cacahuate","21","Puebla","M",154.0,995000.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5690000,"Cacahuate","21","Puebla","H",4.0,24000.0,17.7216,"Alto",0.651962,"A",1
2023,5690000,"Cacahuate","24","San Luis Potosí","H",102.0,704400.0,18.688,"Medio",0.687516,"No aplica",0
2023,5690000,"Cacahuate","24","San Luis Potosí","M",31.0,236400.0,18.688,"Medio",0.687516,"No aplica",0
2023,5690000,"Cacahuate","25","Sinaloa","H",2174.0,21759100.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5690000,"Cacahuate","25","Sinaloa","M",1056.0,11106700.0,20.5099,"Medio",0.75454,"No aplica",0
2023,5690000,"Cacahuate","26","Sonora","H",94.0,618000.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5690000,"Cacahuate","26","Sonora","M",15.0,100800.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,5690000,"Cacahuate","28","Tamaulipas","H",47.0,426600.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5690000,"Cacahuate","28","Tamaulipas","M",15.0,160800.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5690000,"Cacahuate","30","Veracruz de Ignacio de la Llave","H",33.0,220500.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5690000,"Cacahuate","30","Veracruz de Ignacio de la Llave","M",3.0,18000.0,16.4142,"Alto",0.603863,"No aplica",0
2023,5700000,"Cacao","07","Chiapas","H",6730.0,41726000.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5700000,"Cacao","07","Chiapas","M",6017.0,37305400.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5700000,"Cacao","07","Chiapas","H",558.0,3459600.0,11.9987,"Muy alto",0.44142,"A",6
2023,5700000,"Cacao","07","Chiapas","M",489.0,3038000.0,11.9987,"Muy alto",0.44142,"A",6
2023,5700000,"Cacao","07","Chiapas","H",374.0,2318800.0,11.9987,"Muy alto",0.44142,"B",3
2023,5700000,"Cacao","07","Chiapas","M",620.0,3844000.0,11.9987,"Muy alto",0.44142,"B",3
2023,5700000,"Cacao","12","Guerrero","H",296.0,1847600.0,10.9892,"Muy alto",0.404281,"B",1
2023,5700000,"Cacao","12","Guerrero","M",251.0,1556200.0,10.9892,"Muy alto",0.404281,"B",1
2023,5700000,"Cacao","12","Guerrero","M",1.0,6200.0,10.9892,"Muy alto",0.404281,"A",1
2023,5700000,"Cacao","12","Guerrero","H",8.0,49600.0,10.9892,"Muy alto",0.404281,"A",1
2023,5700000,"Cacao","14","Jalisco","H",9.0,55800.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5700000,"Cacao","14","Jalisco","M",6.0,37200.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,5700000,"Cacao","20","Oaxaca","H",584.0,3620800.0,13.2164,"Muy alto",0.48622,"A",12
2023,5700000,"Cacao","20","Oaxaca","M",757.0,4693400.0,13.2164,"Muy alto",0.48622,"A",11
2023,5700000,"Cacao","20","Oaxaca","H",266.0,1649200.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5700000,"Cacao","20","Oaxaca","M",558.0,3459600.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,5700000,"Cacao","20","Oaxaca","M",4.0,24800.0,13.2164,"Muy alto",0.48622,"B",1
2023,5700000,"Cacao","21","Puebla","M",0.0,6200.0,17.7216,"Alto",0.651962,"No aplica",0
2023,5700000,"Cacao","24","San Luis Potosí","H",1.0,6200.0,18.688,"Medio",0.687516,"B",1
2023,5700000,"Cacao","27","Tabasco","H",16821.0,104321200.0,18.3325,"Alto",0.674435,"No aplica",0
2023,5700000,"Cacao","27","Tabasco","M",12305.0,76291000.0,18.3325,"Alto",0.674435,"No aplica",0
2023,5700000,"Cacao","28","Tamaulipas","M",1.0,6200.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,5700000,"Cacao","30","Veracruz de Ignacio de la Llave","H",9.0,55800.0,16.4142,"Alto",0.603863,"B",1
2023,5700000,"Cacao","30","Veracruz de Ignacio de la Llave","M",15.0,93000.0,16.4142,"Alto",0.603863,"B",1
2023,5700000,"Cacao","30","Veracruz de Ignacio de la Llave","M",1.0,12400.0,16.4142,"Alto",0.603863,"A",1
2023,5710000,"Cafe","06","Colima","H",237.0,1469400.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,5710000,"Cafe","06","Colima","M",151.0,936200.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,5710000,"Cafe","07","Chiapas","H",70566.0,437654200.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5710000,"Cafe","07","Chiapas","M",59268.0,367598000.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,5710000,"Cafe","07","Chiapas","H",66236.0,421903800.0,11.9987,"Muy alto",0.44142,"A",30
2023,5710000,"Cafe","07","Chiapas","M",46983.0,297841800.0,11.9987,"Muy alto",0.44142,"A",26
2023,5710000,"Cafe","07","Chiapas","H",14110.0,87748600.0,11.9987,"Muy alto",0.44142,"B",10
2023,5710000,"Cafe","07","Chiapas","M",14638.0,91307400.0,11.9987,"Muy alto",0.44142,"B",10
2023,5710000,"Cafe","12","Guerrero","H",8004.0,50170400.0,10.9892,"Muy alto",0.404281,"A",8
2023,5710000,"Cafe","12","Guerrero","H",5048.0,31322400.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5710000,"Cafe","12","Guerrero","M",5476.0,33988400.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5710000,"Cafe","12","Guerrero","M",10058.0,63500400.0,10.9892,"Muy alto",0.404281,"A",6
2023,5710000,"Cafe","12","Guerrero","H",1937.0,12046600.0,10.9892,"Muy alto",0.404281,"B",2
2023,5710000,"Cafe","12","Guerrero","M",2756.0,17099600.0,10.9892,"Muy alto",0.404281,"B",1
2023,5710000,"Cafe","12","","H",1.0,6200.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,5710000,"Cafe","13","Hidalgo","H",1478.0,9393000.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5710000,"Cafe","13","Hidalgo","M",857.0,5542800.0,18.0532,"Alto",0.664161,"No aplica",0
2023,5710000,"Cafe","13","Hidalgo","H",2088.0,12995200.0,18.0532,"Alto",0.664161,"A",8
